频率 (Hz)	电平 (dB)
6656.250000	-52.372486
6703.125000	-52.555874
6750.000000	-53.595833
6796.875000	-55.091660
6843.750000	-57.038467
6890.625000	-56.013371
6937.500000	-56.061916
6984.375000	-57.113411
7031.250000	-57.218163
7078.125000	-56.242329
7125.000000	-56.711983
7171.875000	-58.486172
7218.750000	-60.824146
7265.625000	-62.389454
7312.500000	-60.793617
7359.375000	-60.618641
7406.250000	-62.045666
7453.125000	-61.622608
7500.000000	-62.033627
7546.875000	-64.216415
7593.750000	-64.834923
7640.625000	-64.942894
7687.500000	-63.811531
7734.375000	-65.772675
7781.250000	-64.983368
7828.125000	-64.276733
7875.000000	-63.759724
7921.875000	-62.746765
7968.750000	-62.843433
8015.625000	-64.379845
8062.500000	-66.231377
8109.375000	-67.708832
8156.250000	-67.057274
8203.125000	-65.133575
8250.000000	-68.528542
8296.875000	-70.030838
8343.750000	-70.026085
8390.625000	-68.596245
8437.500000	-67.580360
8484.375000	-68.024055
8531.250000	-69.995262
8578.125000	-71.645775
8625.000000	-71.347527
8671.875000	-71.909843
8718.750000	-72.602554
8765.625000	-73.041458
8812.500000	-72.764679
8859.375000	-72.441978
8906.250000	-72.610718
8953.125000	-72.382706
9000.000000	-71.595314
9046.875000	-72.484238
9093.750000	-75.494583
9140.625000	-76.111725
9187.500000	-76.210640
9234.375000	-77.192146
9281.250000	-78.213531
9328.125000	-78.347977
9375.000000	-78.645485
9421.875000	-78.166840
9468.750000	-78.832108
9515.625000	-80.705589
9562.500000	-81.146515
9609.375000	-80.485405
9656.250000	-79.329933
9703.125000	-77.882240
9750.000000	-76.260490
9796.875000	-74.487457
9843.750000	-74.383896
9890.625000	-73.607086
9937.500000	-71.768158
9984.375000	-71.140282
10031.250000	-70.664368
10078.125000	-70.470856
10125.000000	-70.082687
10171.875000	-67.414223
10218.750000	-67.330841
10265.625000	-69.435661
10312.500000	-68.082520
10359.375000	-67.031982
10406.250000	-66.066856
10453.125000	-65.759430
10500.000000	-65.485497
10546.875000	-64.876556
10593.750000	-65.213608
10640.625000	-65.617874
10687.500000	-66.235954
10734.375000	-66.453270
10781.250000	-66.283920
10828.125000	-65.557411
10875.000000	-64.833321
10921.875000	-64.422485
10968.750000	-64.518349
11015.625000	-64.828033
11062.500000	-65.192101
11109.375000	-66.213150
11156.250000	-66.579697
11203.125000	-65.089386
11250.000000	-64.465355
11296.875000	-65.051201
11343.750000	-64.907204
11390.625000	-65.869217
11437.500000	-65.691284
11484.375000	-65.150146
11531.250000	-65.669739
11578.125000	-65.085938
11625.000000	-65.393921
11671.875000	-67.058113
11718.750000	-66.951027
11765.625000	-67.402229
11812.500000	-67.603485
11859.375000	-66.899498
11906.250000	-66.221855
11953.125000	-66.382721
12000.000000	-66.775711
12046.875000	-68.242325
12093.750000	-69.066765
12140.625000	-69.469307
12187.500000	-70.761627
12234.375000	-70.134071
12281.250000	-68.643265
12328.125000	-68.797188
12375.000000	-70.225990
12421.875000	-70.154976
12468.750000	-70.313538
12515.625000	-70.212997
12562.500000	-71.194878
12609.375000	-71.933899
12656.250000	-71.175255
12703.125000	-69.601440
12750.000000	-69.848633
12796.875000	-71.203178
12843.750000	-71.954308
12890.625000	-70.474762
12937.500000	-69.822487
12984.375000	-69.546356
13031.250000	-68.871544
13078.125000	-70.225990
13125.000000	-72.265350
13171.875000	-73.160240
13218.750000	-73.561592
13265.625000	-72.805695
13312.500000	-73.958908
13359.375000	-75.689232
13406.250000	-76.004196
13453.125000	-76.591949
13500.000000	-76.772842
13546.875000	-77.660355
13593.750000	-78.239243
13640.625000	-78.408829
13687.500000	-78.357292
13734.375000	-77.954742
13781.250000	-76.891518
13828.125000	-76.347832
13875.000000	-76.471771
13921.875000	-76.751366
13968.750000	-77.145813
14015.625000	-78.038780
14062.500000	-78.729294
14109.375000	-79.469612
14156.250000	-79.238777
14203.125000	-78.190338
14250.000000	-78.633987
14296.875000	-78.780083
14343.750000	-78.586578
14390.625000	-78.660957
14437.500000	-78.123314
14484.375000	-78.366188
14531.250000	-79.513466
14578.125000	-79.692245
14625.000000	-78.932800
14671.875000	-78.568527
14718.750000	-78.919830
14765.625000	-77.418839
14812.500000	-75.825874
14859.375000	-75.400253
14906.250000	-77.316833
14953.125000	-78.822311
15000.000000	-79.268799
15046.875000	-79.182968
15093.750000	-79.686661
15140.625000	-80.501060
15187.500000	-81.006622
15234.375000	-81.433861
15281.250000	-81.068535
15328.125000	-81.394203
15375.000000	-82.341362
15421.875000	-82.096062
15468.750000	-82.359558
15515.625000	-82.106606
15562.500000	-82.033646
15609.375000	-82.972748
15656.250000	-82.449928
15703.125000	-82.350975
15750.000000	-84.290291
15796.875000	-85.824203
15843.750000	-85.550430
15890.625000	-84.842102
15937.500000	-85.268684
15984.375000	-87.499947
16031.250000	-95.795753
16078.125000	-109.569626
16125.000000	-113.458511
16171.875000	-117.896736
16218.750000	-116.577560
16265.625000	-114.089844
16312.500000	-112.408394
16359.375000	-110.286629
16406.250000	-108.723572
16453.125000	-108.840057
16500.000000	-111.112152
16546.875000	-117.480766
16593.750000	-113.785843
16640.625000	-109.097725
16687.500000	-110.993248
16734.375000	-115.299950
16781.250000	-112.099976
16828.125000	-109.265053
16875.000000	-110.170227
16921.875000	-110.493637
16968.750000	-110.814819
17015.625000	-110.971718
17062.500000	-109.638680
17109.375000	-108.713051
17156.250000	-108.771248
17203.125000	-109.823959
17250.000000	-111.435722
17296.875000	-113.474716
17343.750000	-115.047775
17390.625000	-114.062332
17437.500000	-114.969330
17484.375000	-117.083244
17531.250000	-113.669579
17578.125000	-112.618423
17625.000000	-113.687172
17671.875000	-108.175560
17718.750000	-109.959915
17765.625000	-109.419312
17812.500000	-108.532417
17859.375000	-112.389732
17906.250000	-110.871063
17953.125000	-113.328575
18000.000000	-115.285309
18046.875000	-117.800293
18093.750000	-120.074783
18140.625000	-125.511688
18187.500000	-133.331924
18234.375000	-136.143356
18281.250000	-138.379074
18328.125000	-138.468414
18375.000000	-141.865463
18421.875000	-140.541519
18468.750000	-138.153839
18515.625000	-141.970749
18562.500000	-147.816269
18609.375000	-148.239349
18656.250000	-149.358521
18703.125000	-148.699966
18750.000000	-151.174805
18796.875000	-147.569519
18843.750000	-144.329483
18890.625000	-147.595901
18937.500000	-152.727020
18984.375000	-152.496475
19031.250000	-152.471573
19078.125000	-153.430893
19125.000000	-155.620667
19171.875000	-150.769150
19218.750000	-147.352158
19265.625000	-150.111450
19312.500000	-154.261673
19359.375000	-153.774918
19406.250000	-153.206940
19453.125000	-155.115814
19500.000000	-157.288223
19546.875000	-152.364700
19593.750000	-149.118973
19640.625000	-151.639313
19687.500000	-155.312820
19734.375000	-154.657074
19781.250000	-153.778641
19828.125000	-155.934341
19875.000000	-157.853210
19921.875000	-153.256195
19968.750000	-150.253998
20015.625000	-152.494675
20062.500000	-155.684967
20109.375000	-155.092880
20156.250000	-154.178696
20203.125000	-156.434784
20250.000000	-158.439880
20296.875000	-154.116669
20343.750000	-151.279602
20390.625000	-153.385300
20437.500000	-156.313416
20484.375000	-155.612167
20531.250000	-154.532593
20578.125000	-156.598282
20625.000000	-158.362656
20671.875000	-154.619339
20718.750000	-152.024048
20765.625000	-154.017349
20812.500000	-156.680542
20859.375000	-156.011902
20906.250000	-154.997513
20953.125000	-157.095612
21000.000000	-158.979645
21046.875000	-155.416336
21093.750000	-152.873749
21140.625000	-154.683975
21187.500000	-156.992661
21234.375000	-156.170441
21281.250000	-155.205429
21328.125000	-157.063400
21375.000000	-158.797546
21421.875000	-155.851212
21468.750000	-153.507507
21515.625000	-155.234375
21562.500000	-157.424911
21609.375000	-156.636932
21656.250000	-155.676285
21703.125000	-157.675461
21750.000000	-159.447159
21796.875000	-156.465210
21843.750000	-154.133240
21890.625000	-155.581879
21937.500000	-157.411591
21984.375000	-156.615891
22031.250000	-155.851761
22078.125000	-157.764633
22125.000000	-159.550064
22171.875000	-156.922836
22218.750000	-154.723740
22265.625000	-156.111725
22312.500000	-157.913620
22359.375000	-157.078674
22406.250000	-156.310501
22453.125000	-158.242401
22500.000000	-159.813385
22546.875000	-157.217194
22593.750000	-155.100113
22640.625000	-156.262970
22687.500000	-157.784027
22734.375000	-157.069061
22781.250000	-156.412064
22828.125000	-158.295670
22875.000000	-159.983444
22921.875000	-157.678772
22968.750000	-155.678040
23015.625000	-156.840698
23062.500000	-158.321960
23109.375000	-157.380005
23156.250000	-156.557602
23203.125000	-158.226898
23250.000000	-159.688828
23296.875000	-157.693893
23343.750000	-155.848404
23390.625000	-156.841080
23437.500000	-158.196075
23484.375000	-157.328812
23531.250000	-156.612457
23578.125000	-158.467514
23625.000000	-160.134644
23671.875000	-158.206177
23718.750000	-156.307907
23765.625000	-157.242188
23812.500000	-158.349747
23859.375000	-157.216202
23906.250000	-156.326935
23953.125000	-158.017517
