频率 (Hz)	电平 (dB)
6093.750000	-70.275978
6140.625000	-70.345230
6187.500000	-70.170959
6234.375000	-69.870003
6281.250000	-69.500061
6328.125000	-69.821739
6375.000000	-70.172569
6421.875000	-70.929909
6468.750000	-71.565559
6515.625000	-72.030479
6562.500000	-72.353241
6609.375000	-72.521790
6656.250000	-72.029755
6703.125000	-72.418991
6750.000000	-73.455215
6796.875000	-74.850418
6843.750000	-76.717735
6890.625000	-76.200294
6937.500000	-76.299210
6984.375000	-77.108276
7031.250000	-77.413643
7078.125000	-76.836029
7125.000000	-77.110359
7171.875000	-78.257904
7218.750000	-79.671143
7265.625000	-80.676346
7312.500000	-80.102859
7359.375000	-80.234413
7406.250000	-81.047180
7453.125000	-80.880013
7500.000000	-81.053444
7546.875000	-81.870895
7593.750000	-82.266777
7640.625000	-82.291512
7687.500000	-81.872711
7734.375000	-82.526245
7781.250000	-82.203690
7828.125000	-82.003899
7875.000000	-81.869881
7921.875000	-81.371712
7968.750000	-81.282204
8015.625000	-81.872269
8062.500000	-82.459450
8109.375000	-82.729713
8156.250000	-82.484665
8203.125000	-81.909653
8250.000000	-82.867256
8296.875000	-83.084801
8343.750000	-82.993324
8390.625000	-82.814026
8437.500000	-82.712250
8484.375000	-82.874336
8531.250000	-83.237541
8578.125000	-83.426460
8625.000000	-83.326157
8671.875000	-83.225571
8718.750000	-83.388351
8765.625000	-83.464630
8812.500000	-83.410339
8859.375000	-83.429337
8906.250000	-83.371887
8953.125000	-83.377922
9000.000000	-83.181618
9046.875000	-83.331329
9093.750000	-83.581940
9140.625000	-83.489716
9187.500000	-83.490669
9234.375000	-83.581924
9281.250000	-83.496803
9328.125000	-83.417633
9375.000000	-83.144608
9421.875000	-83.106239
9468.750000	-83.264076
9515.625000	-83.550591
9562.500000	-83.550018
9609.375000	-83.468544
9656.250000	-83.467232
9703.125000	-83.533707
9750.000000	-83.491280
9796.875000	-83.396622
9843.750000	-83.323158
9890.625000	-83.369011
9937.500000	-83.186440
9984.375000	-82.605850
10031.250000	-82.793785
10078.125000	-83.114845
10125.000000	-83.012718
10171.875000	-83.077042
10218.750000	-83.220291
10265.625000	-83.218643
10312.500000	-83.080521
10359.375000	-82.981911
10406.250000	-83.160072
10453.125000	-83.169975
10500.000000	-82.986473
10546.875000	-82.863571
10593.750000	-82.945953
10640.625000	-83.039566
10687.500000	-83.138649
10734.375000	-83.290756
10781.250000	-83.131302
10828.125000	-83.110825
10875.000000	-83.256058
10921.875000	-83.284691
10968.750000	-83.260033
11015.625000	-83.131531
11062.500000	-83.091660
11109.375000	-83.169815
11156.250000	-83.520119
11203.125000	-83.596321
11250.000000	-83.505257
11296.875000	-83.316734
11343.750000	-83.115067
11390.625000	-83.352257
11437.500000	-83.740265
11484.375000	-83.733719
11531.250000	-83.695068
11578.125000	-83.490044
11625.000000	-83.605995
11671.875000	-83.850639
11718.750000	-84.050224
11765.625000	-83.897957
11812.500000	-83.841042
11859.375000	-83.975929
11906.250000	-84.067474
11953.125000	-83.870903
12000.000000	-83.260231
12046.875000	-83.655960
12093.750000	-84.205040
12140.625000	-84.350510
12187.500000	-84.260185
12234.375000	-84.165329
12281.250000	-84.112312
12328.125000	-84.305626
12375.000000	-84.404129
12421.875000	-84.356674
12468.750000	-83.905373
12515.625000	-83.863327
12562.500000	-84.396400
12609.375000	-84.421730
12656.250000	-84.323601
12703.125000	-84.398766
12750.000000	-84.363380
12796.875000	-84.304588
12843.750000	-84.352341
12890.625000	-84.278900
12937.500000	-84.213058
12984.375000	-83.836121
13031.250000	-84.020149
13078.125000	-84.470490
13125.000000	-84.501434
13171.875000	-84.490509
13218.750000	-84.448616
13265.625000	-84.325272
13312.500000	-84.362305
13359.375000	-84.435005
13406.250000	-84.431992
13453.125000	-84.435684
13500.000000	-84.499496
13546.875000	-84.500069
13593.750000	-84.613594
13640.625000	-84.628952
13687.500000	-84.470253
13734.375000	-84.316765
13781.250000	-84.477119
13828.125000	-84.600021
13875.000000	-84.651108
13921.875000	-84.570091
13968.750000	-84.366005
14015.625000	-84.009979
14062.500000	-84.477348
14109.375000	-84.662163
14156.250000	-84.636177
14203.125000	-84.641182
14250.000000	-84.779427
14296.875000	-84.659981
14343.750000	-84.686127
14390.625000	-84.572357
14437.500000	-84.202576
14484.375000	-84.218155
14531.250000	-84.404160
14578.125000	-84.821938
14625.000000	-84.804626
14671.875000	-84.507576
14718.750000	-83.846649
14765.625000	-80.216103
14812.500000	-76.870239
14859.375000	-76.145554
14906.250000	-79.251770
14953.125000	-82.937454
15000.000000	-83.720528
15046.875000	-84.534241
15093.750000	-84.811562
15140.625000	-84.541000
15187.500000	-84.333710
15234.375000	-84.328392
15281.250000	-84.702057
15328.125000	-84.730072
15375.000000	-84.658157
15421.875000	-84.612083
15468.750000	-84.674667
15515.625000	-84.687096
15562.500000	-84.763367
15609.375000	-84.717171
15656.250000	-84.622108
15703.125000	-84.917328
15750.000000	-87.199829
15796.875000	-91.789482
15843.750000	-93.183647
15890.625000	-92.220528
15937.500000	-91.900848
15984.375000	-94.696381
16031.250000	-102.787582
16078.125000	-108.119316
16125.000000	-108.446472
16171.875000	-108.648994
16218.750000	-109.029099
16265.625000	-109.662651
16312.500000	-110.570152
16359.375000	-111.727135
16406.250000	-113.066864
16453.125000	-114.744743
16500.000000	-117.432991
16546.875000	-122.815857
16593.750000	-130.248596
16640.625000	-121.646698
16687.500000	-117.486519
16734.375000	-115.672386
16781.250000	-115.235786
16828.125000	-115.839722
16875.000000	-117.083878
16921.875000	-118.246758
16968.750000	-118.628159
17015.625000	-118.157303
17062.500000	-117.068893
17109.375000	-115.597939
17156.250000	-114.082764
17203.125000	-112.837151
17250.000000	-111.973183
17296.875000	-111.495811
17343.750000	-111.391510
17390.625000	-111.571831
17437.500000	-111.919853
17484.375000	-112.345200
17531.250000	-112.832275
17578.125000	-113.424225
17625.000000	-114.097679
17671.875000	-114.664970
17718.750000	-114.842361
17765.625000	-114.573479
17812.500000	-114.154739
17859.375000	-113.970741
17906.250000	-114.299980
17953.125000	-115.323151
18000.000000	-117.189972
18046.875000	-120.104401
18093.750000	-124.485260
18140.625000	-131.517273
18187.500000	-147.475403
18234.375000	-140.885086
18281.250000	-139.440872
18328.125000	-143.775253
18375.000000	-155.980347
18421.875000	-148.660339
18468.750000	-146.439453
18515.625000	-149.752258
18562.500000	-160.140472
18609.375000	-152.212326
18656.250000	-150.356506
18703.125000	-153.855392
18750.000000	-161.078384
18796.875000	-156.610107
18843.750000	-154.169922
18890.625000	-156.502563
18937.500000	-162.227356
18984.375000	-157.240845
19031.250000	-155.716629
19078.125000	-158.622528
19125.000000	-162.753967
19171.875000	-160.372238
19218.750000	-158.315689
19265.625000	-159.787003
19312.500000	-162.764008
19359.375000	-159.798553
19406.250000	-158.797592
19453.125000	-160.975769
19500.000000	-163.031708
19546.875000	-161.802017
19593.750000	-160.363678
19640.625000	-161.398026
19687.500000	-163.312943
19734.375000	-161.576309
19781.250000	-160.862106
19828.125000	-162.404877
19875.000000	-163.444046
19921.875000	-162.501389
19968.750000	-161.409912
20015.625000	-162.132095
20062.500000	-163.253586
20109.375000	-162.221619
20156.250000	-161.952347
20203.125000	-163.041412
20250.000000	-163.562210
20296.875000	-162.844742
20343.750000	-162.069611
20390.625000	-162.723114
20437.500000	-163.793213
20484.375000	-162.993134
20531.250000	-162.612579
20578.125000	-163.301392
20625.000000	-163.389496
20671.875000	-162.768158
20718.750000	-162.344070
20765.625000	-162.972046
20812.500000	-163.763580
20859.375000	-163.340240
20906.250000	-163.068695
20953.125000	-163.546600
21000.000000	-163.712112
21046.875000	-163.195084
21093.750000	-162.858719
21140.625000	-163.391678
21187.500000	-163.987442
21234.375000	-163.403137
21281.250000	-163.091919
21328.125000	-163.451889
21375.000000	-163.596024
21421.875000	-163.307388
21468.750000	-163.031815
21515.625000	-163.462646
21562.500000	-163.950790
21609.375000	-163.556320
21656.250000	-163.356766
21703.125000	-163.815582
21750.000000	-164.068115
21796.875000	-163.700821
21843.750000	-163.238373
21890.625000	-163.438965
21937.500000	-163.670029
21984.375000	-163.228867
22031.250000	-163.132034
22078.125000	-163.648392
22125.000000	-163.907806
22171.875000	-163.638840
22218.750000	-163.289169
22265.625000	-163.546082
22312.500000	-163.907974
22359.375000	-163.539673
22406.250000	-163.580078
22453.125000	-163.987091
22500.000000	-164.177155
22546.875000	-163.750824
22593.750000	-163.187561
22640.625000	-163.271133
22687.500000	-163.640320
22734.375000	-163.492554
22781.250000	-163.528488
22828.125000	-164.050217
22875.000000	-164.193375
22921.875000	-163.771561
22968.750000	-163.290268
23015.625000	-163.584976
23062.500000	-163.998688
23109.375000	-163.821625
23156.250000	-163.797134
23203.125000	-163.980774
23250.000000	-163.879440
23296.875000	-163.421951
23343.750000	-163.120667
23390.625000	-163.487289
23437.500000	-163.993210
23484.375000	-163.835419
23531.250000	-163.738602
23578.125000	-163.988159
23625.000000	-164.080185
23671.875000	-163.768311
23718.750000	-163.460800
23765.625000	-163.863266
23812.500000	-164.263428
23859.375000	-163.820587
23906.250000	-163.462280
23953.125000	-163.581223
