频率 (Hz)	电平 (dB)
7031.250000	-52.930782
7078.125000	-53.320576
7125.000000	-53.748264
7171.875000	-54.318878
7218.750000	-54.787758
7265.625000	-55.174999
7312.500000	-55.337666
7359.375000	-55.779640
7406.250000	-56.824986
7453.125000	-57.613747
7500.000000	-57.273170
7546.875000	-58.013988
7593.750000	-58.312103
7640.625000	-57.968769
7687.500000	-57.995583
7734.375000	-58.474045
7781.250000	-58.391666
7828.125000	-57.839329
7875.000000	-58.019108
7921.875000	-57.845505
7968.750000	-57.729568
8015.625000	-58.212811
8062.500000	-58.638500
8109.375000	-59.682747
8156.250000	-59.632103
8203.125000	-59.534046
8250.000000	-60.265312
8296.875000	-60.199924
8343.750000	-60.034672
8390.625000	-60.541954
8437.500000	-60.260517
8484.375000	-60.944389
8531.250000	-61.188313
8578.125000	-61.079361
8625.000000	-61.580498
8671.875000	-62.570282
8718.750000	-63.987419
8765.625000	-64.555466
8812.500000	-64.811806
8859.375000	-64.449234
8906.250000	-64.888817
8953.125000	-65.869286
9000.000000	-66.526596
9046.875000	-67.203369
9093.750000	-67.812614
9140.625000	-68.078133
9187.500000	-68.226494
9234.375000	-68.286583
9281.250000	-68.140350
9328.125000	-67.731224
9375.000000	-67.272278
9421.875000	-66.465683
9468.750000	-66.265793
9515.625000	-66.622223
9562.500000	-66.900658
9609.375000	-66.259918
9656.250000	-66.400421
9703.125000	-65.591408
9750.000000	-66.055710
9796.875000	-65.644455
9843.750000	-65.227768
9890.625000	-64.825363
9937.500000	-64.728119
9984.375000	-65.003380
10031.250000	-65.018120
10078.125000	-64.980652
10125.000000	-64.433701
10171.875000	-64.734077
10218.750000	-65.130150
10265.625000	-65.006813
10312.500000	-64.702286
10359.375000	-63.795227
10406.250000	-63.387627
10453.125000	-63.527145
10500.000000	-63.208298
10546.875000	-63.011009
10593.750000	-62.514244
10640.625000	-62.172375
10687.500000	-63.042854
10734.375000	-63.138325
10781.250000	-63.065235
10828.125000	-62.655624
10875.000000	-62.850109
10921.875000	-63.312950
10968.750000	-62.799664
11015.625000	-62.655792
11062.500000	-63.626858
11109.375000	-63.423489
11156.250000	-63.623333
11203.125000	-64.395264
11250.000000	-64.175987
11296.875000	-64.573341
11343.750000	-65.078133
11390.625000	-64.698357
11437.500000	-64.644737
11484.375000	-64.466896
11531.250000	-64.859474
11578.125000	-64.676117
11625.000000	-64.417870
11671.875000	-64.144318
11718.750000	-64.448799
11765.625000	-64.777336
11812.500000	-64.494492
11859.375000	-64.838417
11906.250000	-64.248199
11953.125000	-63.712971
12000.000000	-63.845524
12046.875000	-63.802010
12093.750000	-63.579681
12140.625000	-63.878139
12187.500000	-63.307652
12234.375000	-63.130634
12281.250000	-62.682934
12328.125000	-62.041534
12375.000000	-61.998962
12421.875000	-62.215134
12468.750000	-61.169445
12515.625000	-60.432823
12562.500000	-60.066151
12609.375000	-60.054440
12656.250000	-60.153423
12703.125000	-59.776749
12750.000000	-59.184704
12796.875000	-59.112881
12843.750000	-59.047031
12890.625000	-59.420166
12937.500000	-59.025208
12984.375000	-59.003792
13031.250000	-59.213795
13078.125000	-59.310616
13125.000000	-59.290829
13171.875000	-59.549965
13218.750000	-59.538391
13265.625000	-60.108772
13312.500000	-61.196503
13359.375000	-60.886120
13406.250000	-61.201565
13453.125000	-62.491413
13500.000000	-62.884003
13546.875000	-63.235355
13593.750000	-63.798920
13640.625000	-63.490540
13687.500000	-63.577648
13734.375000	-63.930992
13781.250000	-63.952297
13828.125000	-64.477043
13875.000000	-64.142647
13921.875000	-64.659782
13968.750000	-65.189964
14015.625000	-64.939987
14062.500000	-65.246696
14109.375000	-65.659851
14156.250000	-66.055870
14203.125000	-66.215858
14250.000000	-65.815735
14296.875000	-66.172905
14343.750000	-66.242752
14390.625000	-66.325394
14437.500000	-66.770973
14484.375000	-66.380234
14531.250000	-65.543030
14578.125000	-65.400475
14625.000000	-65.762260
14671.875000	-66.423866
14718.750000	-67.231354
14765.625000	-66.741112
14812.500000	-65.821060
14859.375000	-66.144821
14906.250000	-66.895653
14953.125000	-67.255486
15000.000000	-67.007370
15046.875000	-66.884979
15093.750000	-67.221581
15140.625000	-67.481445
15187.500000	-67.366417
15234.375000	-67.595848
15281.250000	-67.685860
15328.125000	-68.203018
15375.000000	-68.561996
15421.875000	-68.349442
15468.750000	-68.475182
15515.625000	-68.702393
15562.500000	-68.723137
15609.375000	-68.634094
15656.250000	-69.342804
15703.125000	-69.531090
15750.000000	-69.011719
15796.875000	-69.411911
15843.750000	-70.300011
15890.625000	-70.864449
15937.500000	-70.706161
15984.375000	-73.071320
16031.250000	-81.234009
16078.125000	-85.666985
16125.000000	-85.102463
16171.875000	-84.378960
16218.750000	-84.471397
16265.625000	-85.074654
16312.500000	-86.244034
16359.375000	-87.282967
16406.250000	-87.618881
16453.125000	-87.076515
16500.000000	-86.661430
16546.875000	-86.788826
16593.750000	-87.680679
16640.625000	-88.151657
16687.500000	-87.513206
16734.375000	-86.378090
16781.250000	-86.364197
16828.125000	-87.186790
16875.000000	-88.070038
16921.875000	-87.342690
16968.750000	-86.393959
17015.625000	-86.179398
17062.500000	-86.728493
17109.375000	-86.721832
17156.250000	-85.916687
17203.125000	-85.424644
17250.000000	-85.979797
17296.875000	-87.086571
17343.750000	-87.235893
17390.625000	-86.279099
17437.500000	-85.712334
17484.375000	-85.975060
17531.250000	-86.358765
17578.125000	-86.415489
17625.000000	-86.439285
17671.875000	-86.680428
17718.750000	-86.373619
17765.625000	-85.933754
17812.500000	-85.898254
17859.375000	-86.767433
17906.250000	-86.979416
17953.125000	-86.535309
18000.000000	-87.255264
18046.875000	-90.413986
18093.750000	-95.914146
18140.625000	-103.582504
18187.500000	-113.786591
18234.375000	-112.570992
18281.250000	-110.821388
18328.125000	-114.105827
18375.000000	-122.706650
18421.875000	-119.674110
18468.750000	-119.121300
18515.625000	-122.508560
18562.500000	-128.450378
18609.375000	-124.473602
18656.250000	-122.354614
18703.125000	-124.937035
18750.000000	-132.494980
18796.875000	-127.604515
18843.750000	-126.248924
18890.625000	-128.756012
18937.500000	-133.577789
18984.375000	-129.601349
19031.250000	-127.428719
19078.125000	-129.772095
19125.000000	-136.372101
19171.875000	-131.078186
19218.750000	-129.250687
19265.625000	-131.527618
19312.500000	-136.199310
19359.375000	-132.179260
19406.250000	-129.906601
19453.125000	-132.044693
19500.000000	-137.990311
19546.875000	-132.910004
19593.750000	-130.881271
19640.625000	-133.115982
19687.500000	-137.841599
19734.375000	-133.752121
19781.250000	-131.330902
19828.125000	-133.366943
19875.000000	-138.976288
19921.875000	-134.117615
19968.750000	-132.019516
20015.625000	-134.237106
20062.500000	-139.040665
20109.375000	-134.862274
20156.250000	-132.364990
20203.125000	-134.322495
20250.000000	-139.724152
20296.875000	-135.060989
20343.750000	-132.942291
20390.625000	-135.158173
20437.500000	-139.992676
20484.375000	-135.762070
20531.250000	-133.203735
20578.125000	-135.101486
20625.000000	-140.367889
20671.875000	-135.840714
20718.750000	-133.737854
20765.625000	-135.948593
20812.500000	-140.788483
20859.375000	-136.516129
20906.250000	-133.937042
20953.125000	-135.795013
21000.000000	-140.942352
21046.875000	-136.528152
21093.750000	-134.446579
21140.625000	-136.665359
21187.500000	-141.462555
21234.375000	-137.178207
21281.250000	-134.589066
21328.125000	-136.409363
21375.000000	-141.461029
21421.875000	-137.115021
21468.750000	-135.083817
21515.625000	-137.295181
21562.500000	-142.049484
21609.375000	-137.748581
21656.250000	-135.172821
21703.125000	-136.962067
21750.000000	-141.911774
21796.875000	-137.640747
21843.750000	-135.633835
21890.625000	-137.854080
21937.500000	-142.527939
21984.375000	-138.254395
22031.250000	-135.694183
22078.125000	-137.456665
22125.000000	-142.322067
22171.875000	-138.061707
22218.750000	-136.117065
22265.625000	-138.340973
22312.500000	-142.949112
22359.375000	-138.680634
22406.250000	-136.149902
22453.125000	-137.905411
22500.000000	-142.644821
22546.875000	-138.428665
22593.750000	-136.513382
22640.625000	-138.750000
22687.500000	-143.276260
22734.375000	-139.024307
22781.250000	-136.528885
22828.125000	-138.269089
22875.000000	-142.933289
22921.875000	-138.678192
22968.750000	-136.822861
23015.625000	-139.082123
23062.500000	-143.531021
23109.375000	-139.281525
23156.250000	-136.823120
23203.125000	-138.564163
23250.000000	-143.091553
23296.875000	-138.844772
23343.750000	-137.023239
23390.625000	-139.318726
23437.500000	-143.692993
23484.375000	-139.436157
23531.250000	-137.026398
23578.125000	-138.762009
23625.000000	-143.236389
23671.875000	-138.900177
23718.750000	-137.120697
23765.625000	-139.452576
23812.500000	-143.787430
23859.375000	-139.497055
23906.250000	-137.130005
23953.125000	-138.896896
