频率 (Hz)	电平 (dB)
7781.250000	-54.419472
7828.125000	-53.904194
7875.000000	-52.709869
7921.875000	-52.090157
7968.750000	-52.758102
8015.625000	-53.726955
8062.500000	-54.820988
8109.375000	-55.798077
8156.250000	-55.696861
8203.125000	-55.452103
8250.000000	-56.755524
8296.875000	-56.862278
8343.750000	-57.148640
8390.625000	-56.897820
8437.500000	-57.228226
8484.375000	-57.763794
8531.250000	-58.780567
8578.125000	-59.020878
8625.000000	-59.019188
8671.875000	-59.660244
8718.750000	-59.945045
8765.625000	-60.007065
8812.500000	-59.608078
8859.375000	-59.715057
8906.250000	-59.222950
8953.125000	-59.632080
9000.000000	-59.764534
9046.875000	-60.354588
9093.750000	-61.353214
9140.625000	-61.109604
9187.500000	-60.506695
9234.375000	-60.364056
9281.250000	-61.091835
9328.125000	-61.522064
9375.000000	-62.146214
9421.875000	-61.212864
9468.750000	-60.936714
9515.625000	-61.417419
9562.500000	-61.974983
9609.375000	-61.626087
9656.250000	-61.080883
9703.125000	-61.161766
9750.000000	-61.170490
9796.875000	-60.651184
9843.750000	-60.885757
9890.625000	-60.489216
9937.500000	-59.890301
9984.375000	-59.806648
10031.250000	-60.447163
10078.125000	-60.707867
10125.000000	-60.271133
10171.875000	-59.937592
10218.750000	-60.420067
10265.625000	-60.359993
10312.500000	-59.852188
10359.375000	-59.948517
10406.250000	-60.210636
10453.125000	-60.292019
10500.000000	-60.093216
10546.875000	-59.287308
10593.750000	-59.537495
10640.625000	-60.050735
10687.500000	-60.439949
10734.375000	-60.506279
10781.250000	-60.369255
10828.125000	-59.816296
10875.000000	-59.534470
10921.875000	-59.859222
10968.750000	-60.236210
11015.625000	-60.474411
11062.500000	-61.060806
11109.375000	-61.905186
11156.250000	-62.018360
11203.125000	-61.533432
11250.000000	-61.658726
11296.875000	-62.274326
11343.750000	-62.507088
11390.625000	-63.255493
11437.500000	-63.737251
11484.375000	-64.053711
11531.250000	-64.246902
11578.125000	-64.485931
11625.000000	-64.785820
11671.875000	-65.120949
11718.750000	-65.254440
11765.625000	-65.434280
11812.500000	-65.692039
11859.375000	-64.859818
11906.250000	-65.025154
11953.125000	-64.566818
12000.000000	-64.423920
12046.875000	-64.565437
12093.750000	-65.261963
12140.625000	-65.421257
12187.500000	-65.528519
12234.375000	-65.630638
12281.250000	-64.984505
12328.125000	-64.480019
12375.000000	-64.847992
12421.875000	-64.991135
12468.750000	-64.823067
12515.625000	-65.029968
12562.500000	-65.299599
12609.375000	-64.182007
12656.250000	-63.088856
12703.125000	-63.546661
12750.000000	-62.970074
12796.875000	-62.916187
12843.750000	-62.401115
12890.625000	-62.619251
12937.500000	-62.248669
12984.375000	-62.486710
13031.250000	-63.061298
13078.125000	-63.316193
13125.000000	-63.564594
13171.875000	-63.896549
13218.750000	-63.336990
13265.625000	-63.401634
13312.500000	-63.885273
13359.375000	-64.195129
13406.250000	-64.167763
13453.125000	-64.670929
13500.000000	-65.005432
13546.875000	-65.747910
13593.750000	-66.050087
13640.625000	-66.432137
13687.500000	-67.022301
13734.375000	-67.394630
13781.250000	-67.699112
13828.125000	-68.634720
13875.000000	-68.075958
13921.875000	-68.312492
13968.750000	-69.016937
14015.625000	-69.475243
14062.500000	-70.512634
14109.375000	-70.590103
14156.250000	-71.443138
14203.125000	-72.040565
14250.000000	-72.537560
14296.875000	-73.972839
14343.750000	-74.398041
14390.625000	-74.523735
14437.500000	-74.842026
14484.375000	-76.160294
14531.250000	-76.575813
14578.125000	-76.589600
14625.000000	-77.108246
14671.875000	-77.219360
14718.750000	-77.133057
14765.625000	-76.611855
14812.500000	-74.962448
14859.375000	-74.534164
14906.250000	-76.275177
14953.125000	-77.558006
15000.000000	-77.370041
15046.875000	-77.053688
15093.750000	-76.616066
15140.625000	-76.598656
15187.500000	-76.416595
15234.375000	-77.141136
15281.250000	-77.417061
15328.125000	-76.924385
15375.000000	-76.878914
15421.875000	-77.228134
15468.750000	-76.746902
15515.625000	-76.515579
15562.500000	-77.147957
15609.375000	-77.393250
15656.250000	-77.470703
15703.125000	-77.517380
15750.000000	-78.007347
15796.875000	-78.474609
15843.750000	-79.248810
15890.625000	-79.218674
15937.500000	-79.606705
15984.375000	-82.569557
16031.250000	-89.958427
16078.125000	-93.943359
16125.000000	-95.510437
16171.875000	-94.262794
16218.750000	-92.636345
16265.625000	-93.745811
16312.500000	-92.859970
16359.375000	-91.681854
16406.250000	-92.417831
16453.125000	-91.519470
16500.000000	-91.211197
16546.875000	-91.427727
16593.750000	-90.153450
16640.625000	-90.037109
16687.500000	-90.396370
16734.375000	-89.296501
16781.250000	-89.597832
16828.125000	-90.569550
16875.000000	-89.890686
16921.875000	-89.245621
16968.750000	-88.960609
17015.625000	-88.582375
17062.500000	-89.198387
17109.375000	-89.950882
17156.250000	-88.792625
17203.125000	-87.931244
17250.000000	-88.168480
17296.875000	-88.336212
17343.750000	-87.935730
17390.625000	-87.406700
17437.500000	-86.937538
17484.375000	-87.006416
17531.250000	-87.364326
17578.125000	-87.607155
17625.000000	-87.400589
17671.875000	-87.260506
17718.750000	-87.918953
17765.625000	-88.950127
17812.500000	-88.982094
17859.375000	-88.013008
17906.250000	-87.850113
17953.125000	-89.201752
18000.000000	-91.444176
18046.875000	-93.715393
18093.750000	-97.136940
18140.625000	-103.372185
18187.500000	-113.354759
18234.375000	-113.982178
18281.250000	-112.602699
18328.125000	-115.830101
18375.000000	-121.247757
18421.875000	-119.523193
18468.750000	-118.437309
18515.625000	-121.455276
18562.500000	-128.395844
18609.375000	-126.028412
18656.250000	-123.750923
18703.125000	-126.445221
18750.000000	-130.462326
18796.875000	-127.252983
18843.750000	-125.938576
18890.625000	-128.605789
18937.500000	-134.703445
18984.375000	-131.506454
19031.250000	-129.003708
19078.125000	-131.691559
19125.000000	-135.239380
19171.875000	-131.483200
19218.750000	-130.196655
19265.625000	-132.818893
19312.500000	-138.289017
19359.375000	-134.557571
19406.250000	-132.016312
19453.125000	-134.670044
19500.000000	-138.174240
19546.875000	-134.172882
19593.750000	-132.922928
19640.625000	-135.605713
19687.500000	-140.540085
19734.375000	-136.491409
19781.250000	-133.965134
19828.125000	-136.556778
19875.000000	-140.187607
19921.875000	-136.077438
19968.750000	-134.845688
20015.625000	-137.583588
20062.500000	-142.092514
20109.375000	-137.851181
20156.250000	-135.386215
20203.125000	-137.918869
20250.000000	-141.690948
20296.875000	-137.559082
20343.750000	-136.303299
20390.625000	-139.077026
20437.500000	-143.236374
20484.375000	-138.933395
20531.250000	-136.525391
20578.125000	-139.018051
20625.000000	-142.918045
20671.875000	-138.814529
20718.750000	-137.524246
20765.625000	-140.272812
20812.500000	-144.168686
20859.375000	-139.829605
20906.250000	-137.518936
20953.125000	-139.978714
21000.000000	-143.989227
21046.875000	-139.905014
21093.750000	-138.560974
21140.625000	-141.262878
21187.500000	-144.894318
21234.375000	-140.635849
21281.250000	-138.406647
21328.125000	-140.847427
21375.000000	-144.940094
21421.875000	-140.891525
21468.750000	-139.484818
21515.625000	-142.097061
21562.500000	-145.537628
21609.375000	-141.343216
21656.250000	-139.221725
21703.125000	-141.659271
21750.000000	-145.801422
21796.875000	-141.788986
21843.750000	-140.315125
21890.625000	-142.812576
21937.500000	-146.060287
21984.375000	-142.032501
22031.250000	-140.006393
22078.125000	-142.425674
22125.000000	-146.585785
22171.875000	-142.627991
22218.750000	-141.049515
22265.625000	-143.387390
22312.500000	-146.529419
22359.375000	-142.636765
22406.250000	-140.727875
22453.125000	-143.135529
22500.000000	-147.295227
22546.875000	-143.358856
22593.750000	-141.664734
22640.625000	-143.836609
22687.500000	-146.867874
22734.375000	-143.184174
22781.250000	-141.352646
22828.125000	-143.761093
22875.000000	-147.889420
22921.875000	-143.965973
22968.750000	-142.141998
23015.625000	-144.150726
23062.500000	-147.151413
23109.375000	-143.627182
23156.250000	-141.883987
23203.125000	-144.244720
23250.000000	-148.337494
23296.875000	-144.409470
23343.750000	-142.453140
23390.625000	-144.331985
23437.500000	-147.328232
23484.375000	-143.986511
23531.250000	-142.279984
23578.125000	-144.595169
23625.000000	-148.599457
23671.875000	-144.668152
23718.750000	-142.583908
23765.625000	-144.356155
23812.500000	-147.411652
23859.375000	-144.233032
23906.250000	-142.525253
23953.125000	-144.732880
