频率 (Hz)	电平 (dB)
13640.625000	-77.055367
13687.500000	-76.520493
13734.375000	-75.750244
13781.250000	-75.119080
13828.125000	-74.579391
13875.000000	-75.440956
13921.875000	-75.159515
13968.750000	-75.306915
14015.625000	-76.552841
14062.500000	-77.249023
14109.375000	-78.239227
14156.250000	-77.871796
14203.125000	-76.817558
14250.000000	-77.251099
14296.875000	-77.667549
14343.750000	-77.379036
14390.625000	-77.153534
14437.500000	-76.898430
14484.375000	-76.932228
14531.250000	-78.184166
14578.125000	-78.695625
14625.000000	-77.801796
14671.875000	-77.293465
14718.750000	-77.658241
14765.625000	-76.467758
14812.500000	-74.980400
14859.375000	-74.919708
14906.250000	-76.480690
14953.125000	-77.570709
15000.000000	-78.128395
15046.875000	-78.087830
15093.750000	-78.558655
15140.625000	-79.375061
15187.500000	-80.096718
15234.375000	-80.370872
15281.250000	-79.859123
15328.125000	-80.184204
15375.000000	-81.107620
15421.875000	-80.830070
15468.750000	-80.734245
15515.625000	-80.741455
15562.500000	-80.438263
15609.375000	-81.828255
15656.250000	-80.951653
15703.125000	-80.572807
15750.000000	-82.229355
15796.875000	-82.990845
15843.750000	-82.684692
15890.625000	-82.773285
15937.500000	-83.411415
15984.375000	-85.765884
16031.250000	-94.664452
16078.125000	-107.669823
16125.000000	-105.973083
16171.875000	-104.097900
16218.750000	-103.227150
16265.625000	-103.047440
16312.500000	-103.356766
16359.375000	-104.082314
16406.250000	-104.997589
16453.125000	-105.566917
16500.000000	-105.368599
16546.875000	-104.867706
16593.750000	-104.726547
16640.625000	-105.148979
16687.500000	-105.970734
16734.375000	-106.933533
16781.250000	-108.044800
16828.125000	-109.732346
16875.000000	-112.219627
16921.875000	-113.533424
16968.750000	-111.408401
17015.625000	-109.095169
17062.500000	-107.922287
17109.375000	-107.764900
17156.250000	-108.183617
17203.125000	-108.263611
17250.000000	-107.345665
17296.875000	-106.101707
17343.750000	-105.230530
17390.625000	-104.766846
17437.500000	-104.489342
17484.375000	-104.303261
17531.250000	-104.384995
17578.125000	-104.998154
17625.000000	-106.171852
17671.875000	-107.214935
17718.750000	-107.249359
17765.625000	-107.101875
17812.500000	-108.049492
17859.375000	-110.667770
17906.250000	-115.293594
17953.125000	-122.783699
18000.000000	-140.502747
18046.875000	-129.867615
18093.750000	-127.530228
18140.625000	-131.042694
18187.500000	-142.619186
18234.375000	-136.856003
18281.250000	-135.895508
18328.125000	-140.694107
18375.000000	-149.662613
18421.875000	-141.300980
18468.750000	-138.066757
18515.625000	-140.434052
18562.500000	-148.926697
18609.375000	-142.891174
18656.250000	-141.519501
18703.125000	-145.472961
18750.000000	-151.646057
18796.875000	-146.138351
18843.750000	-142.955780
18890.625000	-144.932816
18937.500000	-151.200073
18984.375000	-145.968628
19031.250000	-144.365326
19078.125000	-147.684006
19125.000000	-152.775208
19171.875000	-148.438309
19218.750000	-145.540726
19265.625000	-147.397110
19312.500000	-152.440613
19359.375000	-147.877380
19406.250000	-146.197632
19453.125000	-149.126205
19500.000000	-153.566757
19546.875000	-149.744247
19593.750000	-147.083405
19640.625000	-148.926407
19687.500000	-153.303772
19734.375000	-149.253601
19781.250000	-147.559067
19828.125000	-150.243866
19875.000000	-154.306519
19921.875000	-150.736267
19968.750000	-148.234421
20015.625000	-150.071411
20062.500000	-154.070587
20109.375000	-150.411926
20156.250000	-148.740707
20203.125000	-151.229416
20250.000000	-154.890289
20296.875000	-151.572815
20343.750000	-149.204330
20390.625000	-151.030045
20437.500000	-154.740524
20484.375000	-151.419418
20531.250000	-149.785049
20578.125000	-152.113266
20625.000000	-155.515411
20671.875000	-152.414688
20718.750000	-150.145477
20765.625000	-151.911362
20812.500000	-155.367477
20859.375000	-152.347885
20906.250000	-150.809464
20953.125000	-152.983887
21000.000000	-156.096619
21046.875000	-153.220200
21093.750000	-151.063293
21140.625000	-152.766739
21187.500000	-155.950134
21234.375000	-153.254669
21281.250000	-151.824493
21328.125000	-153.866516
21375.000000	-156.677902
21421.875000	-154.017258
21468.750000	-151.997299
21515.625000	-153.630814
21562.500000	-156.556274
21609.375000	-154.182938
21656.250000	-152.861618
21703.125000	-154.731674
21750.000000	-157.161606
21796.875000	-154.791214
21843.750000	-152.928299
21890.625000	-154.498276
21937.500000	-157.113281
21984.375000	-155.048004
22031.250000	-153.853302
22078.125000	-155.501053
22125.000000	-157.599777
22171.875000	-155.569794
22218.750000	-153.913177
22265.625000	-155.327805
22312.500000	-157.619263
22359.375000	-155.891953
22406.250000	-154.852707
22453.125000	-156.257339
22500.000000	-158.048233
22546.875000	-156.359390
22593.750000	-154.870895
22640.625000	-156.103195
22687.500000	-158.014343
22734.375000	-156.657349
22781.250000	-155.834305
22828.125000	-157.013901
22875.000000	-158.432312
22921.875000	-156.995926
22968.750000	-155.845154
23015.625000	-156.911972
23062.500000	-158.391785
23109.375000	-157.231461
23156.250000	-156.599274
23203.125000	-157.553787
23250.000000	-158.636902
23296.875000	-157.529022
23343.750000	-156.614029
23390.625000	-157.463898
23437.500000	-158.604385
23484.375000	-157.695557
23531.250000	-157.153412
23578.125000	-157.882812
23625.000000	-158.800308
23671.875000	-157.889786
23718.750000	-157.140869
23765.625000	-157.766006
23812.500000	-158.695877
23859.375000	-157.914261
23906.250000	-157.424820
23953.125000	-158.127151
